,(400.4067366430758, 299.0864545423574),(401.45837124953675, 110.88876082136765),(361.53580999083783, 480.1556614105003)
,(400.81347328615163, 298.1729090847148),(401.9167970126202, 111.77749352569522),(362.06974493671606, 479.31013584993457)
,(401.22020992922745, 297.25936362707216),(402.3752788908675, 112.66619728247743),(362.6017928601858, 478.46342160821456)
,(401.62694657230327, 296.34581816942955),(402.83381854901427, 113.55487122825654),(363.13194199862625, 477.6155171967324)
,(402.0336832153791, 295.43227271178694),(403.2924177180414, 114.4435144649762),(363.66018080640083, 476.76642134704235)
,(402.4404198584549, 294.5187272541443),(403.75107819848995, 115.33212605823545),(364.18649795703936, 475.91613300950985)
,(402.8471565015307, 293.6051817965017),(404.2098018639749, 116.22070503543671),(364.71088234544413, 475.06465135192855)
,(403.25389314460654, 292.6916363388591),(404.66859066491446, 117.10925038381937),(365.2333230901198, 474.2119757581048)
,(403.66062978768235, 291.7780908812165),(405.1274466324879, 117.99776104837116),(365.75380953542583, 473.3581058264099)
,(404.06736643075817, 290.8645454235739),(405.58637188284007, 118.88623592960819),(366.27233125384964, 472.5030413683)
,(404.474103073834, 289.95099996593126),(406.04536862155015, 119.774673881214),(366.7888780483003, 471.6467824068037)
,(404.8808397169098, 289.03745450828865),(406.50443914838326, 120.66307370752712),(367.3034399544206, 470.7893291749771)
,(405.2875763599856, 288.12390905064603),(406.9635858623475, 121.55143416086565),(367.81600724291644, 469.9306821143265)
,(405.69431300306144, 287.2103635930034),(407.4228112670781, 122.43975393867657),(368.3265704219025, 469.0708418731981)
,(406.10104964613726, 286.2968181353608),(407.8821179765742, 123.32803168049604),(368.83512023926164, 468.2098093051358)
,(406.5077862892131, 285.3832726777182),(408.34150872131494, 124.21626596470634),(369.34164768501796, 467.3475854672053)
,(406.9145229322889, 284.4697272200756),(408.8009863547847, 125.10445530507305),(369.8461439937203, 466.484171618286)
,(407.3212595753647, 283.55618176243297),(409.26055386043896, 125.9925981470454),(370.3486006468359, 465.6195692173294)
,(407.7279962184405, 282.64263630479036),(409.7202143591464, 126.88069286380033),(370.84900937515135, 464.7537799215849)
,(408.13473286151634, 281.72909084714775),(410.1799711171449, 127.76873775200966),(371.3473621611799, 463.88680558479194)
,(408.54146950459216, 280.81554538950513),(410.6398275545529, 128.65673102730764),(371.8436512415724, 463.0186482553388)
,(408.948206147668, 279.9019999318625),(411.09978725448224, 129.54467081943372),(372.33786910953097, 462.1493101743884)
,(409.37082440940867, 278.99569214482585),(411.5598539728015, 130.4325551670235),(372.83000851722227, 461.2787937739701)
,(409.79344267114936, 278.0893843577892),(412.02001095053953, 131.32039273991563),(373.31996007212524, 460.4070441115967)
,(410.21606093289006, 277.1830765707525),(412.48026156680237, 132.20818177466975),(373.8077181218356, 459.5340652544972)
