,(399.41221474770754, 300.80901699437493),(401.45837124953675, 110.88876082136765),(609.0148586399877, 189.17174545348598)
,(398.8244294954151, 301.61803398874986),(401.91338274989994, 111.77924638247309),(608.0299942270541, 189.34507198964553)
,(398.2366442431226, 302.4270509831248),(402.3649607366921, 112.67147803504137),(607.0454165017339, 189.52001970413033)
,(397.64885899083015, 303.2360679774997),(402.81303232559355, 113.56547571469126),(606.0611353202579, 189.6966281857845)
,(397.0610737385377, 304.04508497187464),(403.2575255202741, 114.46125794262541),(605.0771606556486, 189.87493651258697)
,(396.4732884862452, 304.8541019662496),(403.69836922001195, 115.3588418286224),(604.0935025986388, 190.0549832478518)
,(395.8714734630932, 305.65273747629686),(404.1354932270355, 116.25824307527692),(603.1101713584128, 190.23680643667979)
,(395.26965843994117, 306.45137298634415),(404.5688417301079, 117.15946950347625),(602.1271809197857, 190.4204631751018)
,(394.66784341678914, 307.25000849639144),(404.9983445702551, 118.06253501068241),(601.1445415523134, 190.60598911262454)
,(394.0660283936371, 308.04864400643874),(405.42393250866127, 118.96745208239847),(600.1622636403794, 190.79341937626)
,(393.4642133704851, 308.847279516486),(405.8455372339722, 119.87423179963717),(599.1803576830393, 190.98278856842245)
,(392.86239834733306, 309.6459150265333),(406.26309136936885, 120.78288384746031),(598.1988342937113, 191.1741307650286)
,(392.260583324181, 310.4445505365806),(406.67652847942475, 121.69341652453929),(597.2177041997124, 191.36747951379542)
,(391.658768301029, 311.2431860466279),(407.08578307675816, 122.6058367536889),(596.2369782416466, 191.56286783272952)
,(391.05695327787697, 312.0418215566752),(407.4907906284896, 123.52015009332719),(595.2566673726459, 191.76032820880292)
,(390.45513825472494, 312.8404570667225),(407.89148756251456, 124.43636074981565),(594.2767826574678, 191.95989259680923)
,(389.8533232315729, 313.63909257676977),(408.2878112736007, 125.35447159063548),(593.2973352714525, 192.16159241839546)
,(389.2515082084209, 314.43772808681706),(408.6797001293177, 126.27448415835661),(592.318336499343, 192.36545856126367)
,(388.64969318526886, 315.23636359686435),(409.06709347580704, 127.1963986853578),(591.3397977339703, 192.5715213785376)
,(388.04787816211683, 316.03499910691164),(409.4499316433989, 128.1202141092575),(590.3617304748091, 192.77981068828913)
,(387.4460631389648, 316.83363461695893),(409.82815595208234, 129.04592808901631),(589.3841463264047, 192.99035577321968)
