,(400.46770097363367, 299.11611324296484),(401.45837124953675, 110.88876082136765),(609.0148586399877, 189.17174545348598)
,(400.9354019472673, 298.2322264859297),(401.91674249907356, 111.77752164273528),(608.0297859906791, 189.34388457043565)
,(401.40310292090095, 297.34833972889453),(402.3751137486103, 112.66628246410293),(607.0447838903589, 189.51642691991736)
,(401.8708038945345, 296.4644529718593),(402.8334849981472, 113.55504328547053),(606.0598542436766, 189.6893823797511)
,(402.3385048681681, 295.58056621482416),(403.291856247684, 114.44380410683816),(605.0749990246617, 189.86276114886377)
,(402.8062058418017, 294.696679457789),(403.7502274972208, 115.33256492820578),(604.0902202799024, 190.03657376023077)
,(403.2739068154354, 293.81279270075385),(404.20859874675756, 116.22132574957344),(603.1055201319, 190.21083109443518)
,(403.741607789069, 292.9289059437187),(404.66696999629437, 117.11008657094106),(602.1209007826093, 190.3855443938787)
,(404.2093087627027, 292.04501918668353),(405.1253412458311, 117.99884739230872),(601.1363645171773, 190.56072527767978)
,(404.6770097363363, 291.1611324296484),(405.58371249536793, 118.88760821367634),(600.151913707893, 190.73638575729728)
,(405.14471070996996, 290.2772456726132),(406.0420837449047, 119.776369035044),(599.1675508183619, 190.91253825291952)
,(405.6124116836036, 289.39335891557806),(406.50045499444144, 120.66512985641165),(598.1832784079207, 191.08919561066182)
,(406.0801126572373, 288.5094721585429),(406.9588262439782, 121.55389067777931),(597.1990991363082, 191.26637112061766)
,(406.5478136308709, 287.62558540150775),(407.417197493515, 122.44265149914693),(596.2150157686075, 191.44407853581174)
,(407.0155146045045, 286.7416986444726),(407.8755687430518, 123.33141232051456),(595.231031180482, 191.62233209210606)
,(407.48321557813813, 285.85781188743744),(408.3339399925886, 124.22017314188219),(594.2471483637208, 191.80114652911337)
,(407.95091655177185, 284.9739251304023),(408.7923112421254, 125.10893396324984),(593.2633704321181, 191.9805371121755)
,(408.41861752540547, 284.0900383733671),(409.2506824916622, 125.99769478461745),(592.2797006277071, 192.16051965546833)
,(408.8863184990392, 283.20615161633197),(409.70905374119894, 126.8864556059851),(591.2961423273765, 192.34111054629795)
,(409.3540194726729, 282.3222648592968),(410.1674249907357, 127.77521642735276),(590.3126990498923, 192.52232677065763)
,(409.82172044630664, 281.43837810226165),(410.62579624027245, 128.6639772487204),(589.329374463358, 192.70418594011895)
,(410.28942141994025, 280.5544913452265),(411.08416748980926, 129.55273807008803),(588.3461723931412, 192.88670632013535)
,(410.75712239357387, 279.67060458819134),(411.54253873934607, 130.44149889145564),(587.363096830302, 193.06990685984098)
,(411.2248233672075, 278.7867178311562),(412.0009099888829, 131.33025971282325),(586.3801519405596, 193.25380722343345)
,(411.6925243408412, 277.902831074121),(412.45928123841963, 132.2190205341909),(585.397342073836, 193.4384278232337)
,(412.1602253144748, 277.01894431708587),(412.91765248795645, 133.1077813555585),(584.4146717744189, 193.62378985452318)
,(412.6279262881084, 276.1350575600507),(413.37602373749326, 133.9965421769261),(583.4321457917927, 193.80991533226398)
,(413.09562726174204, 275.25117080301555),(413.83439498703007, 134.88530299829372),(582.4497690921827, 193.99682712981425)
,(413.56332823537565, 274.3672840459804),(414.2927662365669, 135.77406381966134),(581.4675468708724, 194.18454901975844)
,(414.03102920900926, 273.48339728894524),(414.7511374861037, 136.66282464102895),(580.4854845653473, 194.3731057169789)
,(414.498730182643, 272.5995105319101),(415.20950873564044, 137.55158546239662),(579.5035878693324, 194.5625229241037)
,(414.9664311562766, 271.7156237748749),(415.66787998517725, 138.44034628376423),(578.5218627477904, 194.75282737947268)
,(415.4341321299102, 270.83173701783977),(416.12625123471406, 139.32910710513184),(577.5403154529562, 194.94404690777355)
,(415.9018331035438, 269.9478502608046),(416.5846224842509, 140.21786792649945),(576.5589525414885, 195.1362104735076)
,(416.36953407717743, 269.06396350376946),(417.04299373378774, 141.10662874786706),(575.5777808928267, 195.3293482374546)
,(416.83723505081105, 268.1800767467343),(417.5013649833246, 141.99538956923467),(574.5968077288492, 195.52349161631648)
,(417.30493602444466, 267.29618998969914),(417.9597362328614, 142.8841503906023),(573.6160406349355, 195.7186733457282)
,(417.7726369980784, 266.412303232664),(418.41810748239817, 143.77291121196996),(572.6354875825475, 195.9149275468361)
,(418.240337971712, 265.52841647562883),(418.87647873193504, 144.66167203333757),(571.6551569534498, 196.1122897966535)
,(418.7080389453456, 264.6445297185937),(419.3348499814719, 145.55043285470518),(570.6750575657048, 196.31079720241442)
,(419.1757399189792, 263.7606429615585),(419.7932212310088, 146.4391936760728),(569.6951987015855, 196.5104884801576)
,(419.64344089261294, 262.8767562045234),(420.2515924805455, 147.32795449744046),(568.7155901375639, 196.7114040377826)
,(420.11114186624656, 261.99286944748826),(420.7099637300824, 148.21671531880807),(567.7362421765475, 196.91358606283168)
,(420.5788428398803, 261.10898269045316),(421.16833497961915, 149.10547614017574),(566.7571656825461, 197.11707861526014)
,(421.0465438135139, 260.225095933418),(421.626706229156, 149.99423696154335),(565.7783721179742, 197.32192772546745)
,(421.5142447871475, 259.34120917638285),(422.0850774786929, 150.88299778291096),(564.7998735838058, 197.52818149787018)
,(421.9819457607811, 258.4573224193477),(422.54344872822975, 151.77175860427857),(563.8216828628189, 197.73589022030404)
,(422.44964673441484, 257.5734356623126),(423.0018199777665, 152.66051942564624),(562.8438134661875, 197.9451064795475)
,(422.91734770804845, 256.68954890527743),(423.46019122730337, 153.54928024701385),(561.8662796836998, 198.15588528326174)
,(423.3850486816822, 255.8056621482423),(423.9185624768401, 154.43804106838152),(560.8890966379024, 198.36828418864073)
,(423.8527496553158, 254.92177539120712),(424.376933726377, 155.32680188974913),(559.9122803424978, 198.58236343805976)
,(424.3204506289495, 254.037888634172),(424.83530497591374, 156.2155627111168),(558.9358477653427, 198.7981861020005)
,(424.7881516025831, 253.1540018771368),(425.2936762254506, 157.10432353248441),(557.959816896428, 199.01581822951314)
,(425.25585257621685, 252.27011512010168),(425.75204747498736, 157.99308435385208),(556.98420682124, 199.23532900645068)
,(425.72355354985046, 251.3862283630665),(426.21041872452423, 158.8818451752197),(556.0090377999389, 199.4567909216745)
,(426.1912545234841, 250.5023416060313),(426.6687899740611, 159.7706059965873),(555.0343313528124, 199.68027994138217)
,(426.6589554971177, 249.61845484899612),(427.12716122359797, 160.65936681795492),(554.0601103524929, 199.90587569164433)
,(427.1266564707514, 248.734568091961),(427.5855324731347, 161.5481276393226),(553.0863991234517, 200.13366164915482)
,(427.59435744438514, 247.85068133492587),(428.0439037226715, 162.43688846069026),(552.113223549307, 200.36372534009305)
,(428.06205841801875, 246.96679457789068),(428.50227497220834, 163.32564928205787),(551.1406111885024, 200.5961585468642)
,(428.52975939165236, 246.0829078208555),(428.9606462217452, 164.21441010342548),(550.1685913989243, 200.83105752231634)
,(428.997460365286, 245.1990210638203),(429.4190174712821, 165.1031709247931),(549.1971954720336, 201.06852321082783)
,(429.4651613389196, 244.31513430678513),(429.87738872081894, 165.9919317461607),(548.2264567770765, 201.3086614754025)
,(429.93286231255337, 243.43124754975003),(430.33575997035564, 166.88069256752837),(547.2564109159165, 201.55158332959934)
,(430.400563286187, 242.54736079271484),(430.7941312198925, 167.76945338889598),(546.2870958889858, 201.79740517274257)
,(430.8682642598206, 241.66347403567966),(431.2525024694294, 168.6582142102636),(545.3185522727769, 202.0462490263954)
,(431.3359652334542, 240.77958727864447),(431.71087371896624, 169.5469750316312),(544.3508234091875, 202.2982427695242)
,(431.8036662070878, 239.89570052160929),(432.1692449685031, 170.43573585299882),(543.3839556068737, 202.5535203691072)
,(432.2713671807216, 239.01181376457419),(432.6276162180398, 171.3244966743665),(542.4179983545448, 202.81222210213846)
,(432.7390681543552, 238.127927007539),(433.0859874675767, 172.2132574957341),(541.453004545844, 203.0744947640174)
,(433.206769127989, 237.2440402505039),(433.54435871711337, 173.1020183171018),(540.4890307150627, 203.34049185717564)
,(433.6744701016226, 236.36015349346872),(434.00272996665024, 173.9907791384694),(539.5261372824308, 203.6103737524454)
