,(607.6, 300.1),0,(469.6952659980556, 245.1231911179525)
,(604.9751195389147, 307.2543968240127),2,(469.38173652610516, 245.79694717601643)
,(599.6128100519649, 314.05129474882506),4,(467.9490122383686, 245.8606761198211)
,(599.0043790736547, 321.00569265353073),6,(468.76772553683855, 247.14856405608725)
,(593.2022734046063, 327.23875468721275),8,(467.4024511901002, 247.15774323064477)
,(589.6754924548502, 333.5272742008841),10,(467.12154616650963, 247.8076617772515)
,(585.948044139423, 339.6032212553743),12,(466.8314367544139, 248.45635417766925)
,(579.6047093610593, 344.8555506859385),14,(465.5830121105356, 248.3518376283106)
,(577.9334137485891, 351.0929108261448),16,(466.2137273212924, 249.74223057851657)
,(571.1901729331277, 355.62305898749054),18,(464.9994798983807, 249.5840573485923)
,(564.5462086375339, 359.95352508199204),20,(463.84224231987514, 249.37106738621037)
,(562.3571745491877, 365.6561538477846),22,(464.34618594795563, 250.78047563748055)
,(555.4027277992421, 369.2452293228861),24,(463.21243066840174, 250.50798351521098)
,(550.6480027551106, 373.5271670871705),26,(462.8677850736299, 251.05410128613346)
,(545.786352821723, 377.562807859672),28,(462.5031355400458, 251.58197891410146)
,(538.6640646055102, 380.1),30,(461.44071343870957, 251.1887618213591)
,(535.7876953850282, 384.88708227731286),32,(461.7149231638552, 252.57325459633205)
,(528.6008237460314, 386.7749000379658),34,(460.6728002346424, 252.1046572136454)
,(523.4750916421796, 389.7372509746022),36,(460.26157977354995, 252.52303899742685)
,(518.3016130410083, 392.4492212988488),38,(459.8336356489525, 252.9121804849965)
,(511.1764442522519, 393.3042034045482),40,(458.86620780473504, 252.30638768360382)
,(507.8559996942222, 397.12393792203443),42,(458.9330044140735, 253.59485090500857)
,(500.7075720474112, 397.2521718642596),44,(457.9956064992868, 252.90004075715729)
,(497.2521718642596, 400.70757204741113),46,(457.9832766034134, 254.1381688291317)
,(490.4326318584459, 400.42455143944824),48,(457.082564682366, 253.34978934865626)
,(486.87632730768286, 403.5159998210621),50,(456.9988771115696, 254.52981028971726)
,(480.13599179233563, 402.5413979688739),52,(456.14236214082604, 253.64450897581287)
,(476.51208279802154, 405.2722092687432),54,(455.9957764531214, 254.75974477890986)
,(469.9991129338434, 403.7296965693802),56,(455.1915188636123, 253.77540992127388)
,(466.33990802915065, 406.10601201955325),58,(454.9910027726545, 254.8202843398053)
,(460.1, 404.02304845413266),60,(454.24731610157244, 253.73604853792904)
,(456.4365875343069, 406.05371114307127),62,(454.00217403999585, 254.70607107571323)
,(450.51268188074397, 403.46131532440427),64,(453.3273354188696, 253.5222815793377)
,(446.874713953717, 405.1577276288991),66,(453.04704828733315, 254.41400926359393)
,(443.17975824282985, 406.72614327518056),68,(452.7293638576305, 255.27394761707092)
,(437.7222157658236, 403.4661882864499),70,(452.1430883898995, 253.9431474290568)
,(434.09186938124424, 404.7162167924669),72,(451.8039744520086, 254.72059773611636)
,(430.42010913986996, 405.8387865532151),74,(451.4330774975189, 255.46333300282367)
,(425.50179903796516, 401.9810512589796),76,(450.95587503340914, 253.9882831159848)
,(421.9307275358648, 402.8054980770496),78,(450.5771468588088, 254.64607027882448)
,(418.3330586550277, 403.5048140662818),80,(450.17232333586617, 255.26684552633378)
,(414.36524284840675, 401.602477046011),82,(449.78317352849564, 254.74904962773144)
,(410.4528463267653, 399.45218953682735),84,(449.42335336846827, 254.18812381680254)
,(406.9756473744125, 399.7564050259824),86,(449.0033914869675, 254.68423177473232)
,(403.4899496702501, 399.93908270190957),88,(448.56446373267585, 255.14079232836502)
,(400.0, 400.0),90,(448.1080788727915, 255.55705831468822)
,(396.7845478132624, 395.0421285668141),92,(447.9782250876694, 253.72074350981802)
,(393.4731349943081, 394.8685847746833),94,(447.54737862930654, 254.05051385496245)
,(390.1697959895729, 394.57958005998603),96,(447.10433506142823, 254.33917288010707)
,(386.87855540879383, 394.1754665304492),98,(446.6504591436163, 254.58630641979653)
,(383.60342312164164, 393.65673653615977),100,(446.18705014883926, 254.79164097356716)
,(380.3483893723129, 393.0240220697116),102,(445.715318181895, 254.95507595659637)
,(377.1174199180316, 392.2780939962197),104,(445.2363569252116, 255.07672334548943)
