,(607.6, 300.1),0,(469.6952659980556, 245.1231911179525),(512.1504015353013, 253.67628330650382)
,(604.9751195389147, 307.2543968240127),2,(469.38173652610516, 245.79694717601643),(511.8628505959946, 256.36732765043456)
,(599.6128100519649, 314.05129474882506),4,(467.9490122383686, 245.8606761198211),(509.3312152404568, 258.37947026547255)
,(599.0043790736547, 321.00569265353073),6,(468.76772553683855, 247.14856405608725),(511.0684570035921, 261.732024644443)
,(593.2022734046063, 327.23875468721275),8,(467.4024511901002, 247.15774323064477),(508.45408125813805, 263.56869477066)
,(589.6754924548502, 333.5272742008841),10,(467.12154616650963, 247.8076617772515),(507.8937736315009, 266.14299034433117)
,(585.948044139423, 339.6032212553743),12,(466.8314367544139, 248.45635417766925),(507.2478237949642, 268.69649080101766)
,(579.6047093610593, 344.8555506859385),14,(465.5830121105356, 248.3518376283106),(504.5534220674594, 270.1726131707333)
,(577.9334137485891, 351.0929108261448),16,(466.2137273212924, 249.74223057851657),(505.6897481982843, 273.71674706200486)
,(571.1901729331277, 355.62305898749054),18,(464.9994798983807, 249.5840573485923),(502.9070019584129, 274.98933736038845)
,(564.5462086375339, 359.95352508199204),20,(463.84224231987514, 249.37106738621037),(500.14304198992374, 276.086289397277)
,(562.3571745491877, 365.6561538477846),22,(464.34618594795563, 250.78047563748055),(500.9017645729223, 279.62844152253126)
,(555.4027277992421, 369.2452293228861),24,(463.21243066840174, 250.50798351521098),(498.06057950516265, 280.4992132966592)
,(550.6480027551106, 373.5271670871705),26,(462.8677850736299, 251.05410128613346),(496.89002626653206, 282.6146898532763)
,(545.786352821723, 377.562807859672),28,(462.5031355400458, 251.58197891410146),(495.6360962569629, 284.66056697887257)
,(538.6640646055102, 380.1),30,(461.44071343870957, 251.1887618213591),(492.77036537368946, 285.1034382407925)
,(535.7876953850282, 384.88708227731286),32,(461.7149231638552, 252.57325459633205),(492.8902747690514, 288.51788155613707)
,(528.6008237460314, 386.7749000379658),34,(460.6728002346424, 252.1046572136454),(489.9865336789356, 288.6938885924834)
,(523.4750916421796, 389.7372509746022),36,(460.26157977354995, 252.52303899742685),(488.49109660986727, 290.3539350712783)
,(518.3016130410083, 392.4492212988488),38,(459.8336356489525, 252.9121804849965),(486.933034442067, 291.91674704179593)
,(511.1764442522519, 393.3042034045482),40,(458.86620780473504, 252.30638768360382),(484.08689251190293, 291.6256216441701)
,(507.8559996942222, 397.12393792203443),42,(458.9330044140735, 253.59485090500857),(483.6505974071324, 294.7316674870379)
,(500.7075720474112, 397.2521718642596),44,(457.9956064992868, 252.90004075715729),(480.82805317386465, 294.14674391511346)
,(497.2521718642596, 400.70757204741113),46,(457.9832766034134, 254.1381688291317),(480.1856360712979, 297.1048793248625)
,(490.4326318584459, 400.42455143944824),48,(457.082564682366, 253.34978934865626),(477.4148954184999, 296.2193262456061)
