,(655.3869511436815, 35.7426233755457),314,,,(608.3975111376992, 84.19805989840464)
,(668.0540756261476, 41.339757004023404),316,,,(615.8019401015953, 91.60248886230073)
,(678.7793095540228, 49.17602261542821),318,,,(678.7793095540228, 49.17602261542821)
,(691.0968883852115, 55.74070831911496),320,,,(691.0968883852115, 55.74070831911496)
,(701.5141132545712, 64.60948568793575),322,,,(636.4032260820165, 115.30155740230254)
,(711.5715428343547, 73.80267786739776),324,,,(711.5715428343547, 73.80267786739776)
,(723.4246532964664, 82.01476764640883),326,,,(723.4246532964664, 82.01476764640883)
,(730.8387575010061, 93.43148694905003),328,,,(730.8387575010061, 93.43148694905003)
,(740.014970985392, 103.84999999999982),330,,,(740.014970985392, 103.84999999999982)
,(748.8642991792761, 114.65873269957314),332,,,(748.8642991792761, 114.65873269957314)
,(755.1236482881709, 126.94339701831426),334,,,(755.1236482881709, 126.94339701831426)
,(763.2343194129339, 138.42218437736943),336,,,(763.2343194129339, 138.42218437736943)
,(768.655582190298, 151.19387911717484),338,,,(768.655582190298, 151.19387911717484)
,(773.6278167623987, 164.14699302804675),340,,,(773.6278167623987, 164.14699302804675)
,(778.1449652273235, 177.26574473595832),342,,,(778.1449652273235, 177.26574473595832)
,(779.7983698956359, 191.2232444522854),344,,,(779.7983698956359, 191.2232444522854)
,(783.3668118790187, 204.54085123813118),346,,,(691.088717882799, 227.42343132009964)
,(786.4683022898532, 217.97488212698485),348,,,(693.4442802201416, 237.62649275467203)
,(786.6370430572917, 231.94309026572984),350,,,(695.4423259036623, 247.90554669992088)
,(786.3045468092124, 245.8224906255743),352,,,(786.3045468092124, 245.8224906255743)
,(785.4772344552058, 259.5952204837844),354,,,(785.4772344552058, 259.5952204837844)
,(784.1621593500323, 273.2437576085116),356,,,(784.1621593500323, 273.2437576085116)
,(782.3669913348042, 286.7509425112935),358,,,(779.7685142672564, 286.7381912530497)
,,,,,,,
,(700.0, 300.0),,,,,
,(699.8172481057287, 310.4698490107503),,,,,
,(699.2692150779473, 320.9269421232376),,,,,
,(693.4839591336406, 330.9358966639578),,,,,
,(687.2777399350555, 340.46019927841905),,,,,
,(685.6942483735403, 350.4579715234098),,,,,
,(681.3174352109693, 359.8746111101059),,,,,
,(676.634281988659, 369.0477402459053),,,,,
,(671.6564291025751, 377.9675530183023),,,,,
,(666.3958245626429, 386.6247584249853),,,,,
,(660.8647022680896, 395.0105897728731),,,,,
,(655.0755600058665, 403.1168131893759),,,,,
,(646.7572735635023, 409.9188936304661),,,,,
,(642.7743925007751, 418.4602096330509),,,,,
,(634.0811121076157, 424.5099641382611),,,,,
,(625.1666049839541, 430.0),,,,,
,(620.4925050006707, 437.7790087006333),,,,,
,(615.5497688643109, 445.3901549023942),,,,,
,(610.3444185374864, 452.82416559604303),,,,,
,(601.0427421697141, 457.0936762080429),,,,,
,(591.6111107797444, 460.79690242163485),,,,,
,(585.8862063693485, 467.3826515897146),,,,,
,(576.3382510829696, 470.2913007624544),,,,,
,(570.2913007624543, 476.3382510829695),,,,,
,(560.691345526126, 478.45475811457464),,,,,
,(554.3690263247695, 483.9506663485547),,,,,
,(544.7804467015296, 485.28252709757965),,,,,
,(538.2295342887312, 490.2189936781127),,,,,
,(528.7143677982718, 490.7786416876596),,,,,
,(521.9814307736372, 495.151062115978),,,,,
,(512.6, 494.95571585149867),,,,,
,(505.7311016268255, 498.76320839325854),,,,,
,(496.44165229359703, 497.73469018581676),,,,,
,(489.48206147667605, 500.9800006813722),,,,,
,(482.41345055150066, 503.98044800469324),,,,,
,(475.24443153164714, 506.73237657289985),,,,,
,(466.5386537906137, 504.5771510034581),,,,,
,(458.6729381111124, 504.3681103868928),,,,,
,(450.90359807593023, 503.8621025179593),,,,,
,(443.76145507172953, 505.5109961540992),,,,,
,(436.13199686588814, 504.4476087500332),,,,,
,(428.6304856968134, 503.10495409202196),,,,,
,(421.528334969869, 503.9769885504961),,,,,
,(414.4000771175457, 504.600630303264),,,,,
,(407.0798993405002, 499.97816540381916),,,,,
,(400.1, 500.1),,,,,
,(393.1201006594998, 499.97816540381916),,,,,
,(386.32309643553526, 497.1188999263153),,,,,
,(379.71694966280756, 494.0317695968133),,,,,
,(372.9612453127873, 493.2022734046063),,,,,
,(366.2386053549486, 492.13751183738054),,,,,
,(359.557220290537, 490.83878214309215),,,,,
,(353.530035097064, 486.8819273081293),,,,,
,(347.7289023947702, 482.7397222282806),,,,,
,(341.38677106876, 480.8007380960792),,,,,
,(335.11617276812296, 478.64159794932266),,,,,
,(328.9247472509767, 476.26493236768965),,,,,
,(322.82003781559797, 473.67363695209417),,,,,
,(316.80948211007535, 470.8708687968417),,,,,
,(310.90040307068074, 467.8600426431961),,,,,
,(306.3500000000001, 462.4797632095823),,,,,
,(300.7401379562741, 459.10901802932983),,,,,
,(295.2513305992351, 455.5445448540703),,,,,
,(289.89026519516136, 451.79068644530264),,,,,
,(286.20262706475324, 445.88198941724363),,,,,
,(281.18429220799027, 441.8182219770109),,,,,
,(276.3108378236112, 437.58179271331795),,,,,
,(271.5882014650855, 433.1778630626505),,,,,
,(267.02213693734956, 428.61179853491444),,,,,
,(262.6182072866821, 423.8891621763888),,,,,
,(258.3817780229891, 419.01570779200983),,,,,
,(254.31801058275644, 413.9973729352468),,,,,
,(250.43185604063473, 408.8402716741076),,,,,
,(244.6554551459297, 404.9486694007651),,,,,
,(241.09098197067013, 399.45986204372593),,,,,
,(237.72023679041774, 393.85),,,,,
,(234.54732633895117, 388.12591802235454),,,,,
,(229.32913120315825, 383.3905178899247),,,,,
,(226.52636304790587, 377.37996218440213),,,,,
,(223.9350676323104, 371.27525274902337),,,,,
,(221.55840205067742, 365.0838272318771),,,,,
,(219.39926190392083, 358.81322893124),,,,,
,(217.4602777717194, 352.47109760522983),,,,,
,(213.31807269187067, 346.66996490293604),,,,,
,(211.8065868587424, 340.12300048241866),,,,,
,(208.06248816261945, 333.9613946450514),,,,,
,(206.99772659539377, 327.23875468721275),,,,,
,(206.1682304031867, 320.4830503371925),,,,,
,(205.57501019933426, 313.7025123801045),,,,,
,(202.72031166372858, 306.992650598744),,,,,
,(200.1, 300.1),,,,,
,(200.22183459618083, 293.1201006594998),,,,,
,(200.58718994803516, 286.148705251175),,,,,
,(198.70931618792463, 278.9329861883002),,,,,
,(197.0950459079781, 271.5695143031866),,,,,
,(198.21441063249733, 264.5021235782792),,,,,
,(197.13437284773534, 256.9583241553149),,,,,
,(196.33789748204072, 249.2964019240698),,,,,
,(198.23504385295303, 242.21615527843022),,,,,
,(200.37813157801773, 235.20643118126105),,,,,
,(198.06608653102967, 226.56566918498123),,,,,
,(200.7554712681407, 219.55958241557892),,,,,
,(199.0199993186278, 210.51793852332395),,,,,
,(202.26530981418327, 203.55834770640297),,,,,
,(205.7515295710361, 196.71625618710402),,,,,
,(209.4744111674235, 189.99999999999997),,,,,
,(209.28917836480412, 180.86816554752892),,,,,
,(213.56654617511558, 174.28159671908202),,,,,
,(216.0486337796994, 166.3788551034624),,,,,
,(218.85752667045392, 158.4978606750986),,,,,
,(223.90977808263506, 152.25884977209597),,,,,
,(227.3188280765058, 144.52713402156542),,,,,
,(231.05514692041697, 136.8552829421356),,,,,
,(236.85528294213563, 131.05514692041697),,,,,
,(241.18148098977122, 123.60310394911883),,,,,
,(245.83097367523055, 116.2493336514453),,,,,
,(250.80209223352793, 109.00739225036989),,,,,
,(257.56207631907523, 103.91337886407526),,,,,
,(263.0977386496671, 96.98579472401474),,,,,
,(268.94498210228176, 90.20809620128458),,,,,
,(276.3499999999999, 85.7587125633515),,,,,
,(282.73210930352735, 79.36310178526824),,,,,
,(290.50721330273063, 75.4014884252083),,,,,
,(297.3989976233605, 69.42977194524326),,,,,
,(304.5753186789424, 63.66811708546925),,,,,
,(312.8848634519546, 60.478381699593356),,,,,
,(321.3006664343884, 57.580588344735844),,,,,
,(329.1233808771228, 52.57511329588286),,,,,
,(337.1003071440864, 47.723111168240905),,,,,
,(345.94296038738247, 45.68162380921055),,,,,
,(354.8514738065981, 43.9499842168259),,,,,
,(363.8149937503829, 42.53030212719176),,,,,
,(372.82259955041013, 41.42430720424892),,,,,
,(381.86331682652735, 40.633346932445704),,,,,
,(390.9261308573498, 40.15838497503512),,,,,
,(400.09999999999997, 43.849999999999994),,,,,
,(408.7376254338691, 52.75077031277381),,,,,
,(417.80070521257176, 46.96812224656961),,,,,
,(427.17740044958975, 41.42430720424892),,,,,
,(436.80690537821727, 38.91679686941082),,,,,
,(446.5508875259038, 36.663926069234336),,,,,
,(456.75593574783943, 33.55477880003799),,,,,
,(466.93092365940817, 32.055805616255945),,,,,
,(477.27845962875983, 30.946725137270754),,,,,
,(488.16984339685996, 29.048892855881213),,,,,
,(498.4307912061298, 29.938371524051355),,,,,
,(508.73591209061453, 31.216682175631632),,,,,
,(520.0873097073609, 30.604089995432705),,,,,
,(531.5113440367232, 30.36178611024991),,,,,
,(540.8414688357672, 35.115722142321886),,,,,
,(550.0, 40.1923788646684),,,,,
,(561.7253755911274, 41.44533067229003),,,,,
,(572.0518178172547, 45.17094643932471),,,,,
,(580.8439650799355, 51.32727422970363),,,,,
,(590.9550573509541, 55.81666638191624),,,,,
,(600.9711280270435, 60.711111525319325),,,,,
,(609.2033144871432, 67.86724203831417),,,,,
,(618.9173866945841, 73.50796289332487),,,,,
,(626.6920371066751, 81.28261330541577),,,,,
,(636.0484820890728, 87.65103248106253),,,,,
,(643.3191106902755, 96.01493392452369),,,,,
,(650.2934142701342, 104.62748158410352),,,,,
,(656.9628957140459, 113.4781823971397),,,,,
,(663.3194292862258, 122.55625314803795),,,,,
,(671.4753907700563, 130.5258354453744),,,,,
,(675.0630657015593, 141.34999999999985),,,,,
,(680.4358607327094, 151.04277881547966),,,,,
,(685.4671096999855, 160.9171608944678),,,,,
,(690.1506828015258, 170.96111582343343),,,,,
,(692.162914188538, 182.09892307398758),,,,,
,(696.1031755475612, 192.36365485241438),,,,,
,(699.6828026329733, 202.7596467718915),,,,,
,(702.8974342205704, 213.27423291764532),,,,,
,(703.317414461249, 224.4994076251038),,,,,
,(703.3257562274797, 235.6473758464944),,,,,
,(705.3904034337845, 246.26906492325156),,,,,
,(704.6074311380329, 257.3042714547797),,,,,
,(703.4291780873234, 268.21881870336574),,,,,
,(704.3570353292464, 278.82427550804175),,,,,
,(699.8172481057287, 289.53015098924976),,,,,
