(Ax,Ay),(Bx,By)
(469,163,1, 0)
(699,179,0, 0)
(192,371,0, 0)
(209,222,0, 0)
(234,551,0, 0)
(305,47,0, 0)
(325,183,0, 0)
(200,75,0, 0)
(160,188,0, 0)
(612,420,0, 0)
(228,428,0, 0)
(679,410,0, 0)
(120,17,0, 0)
(402,68,0, 0)
(785,521,0, 0)
(655,500,0, 0)
(54,488,0, 0)
(755,380,0, 0)
(204,95,0, 0)
(580,220,0, 0)
(232,378,0, 0)
(409,54,0, 0)
(97,315,0, 0)
(375,531,0, 0)
(146,216,0, 0)
(545,317,1, 0)
(504,82,0, 0)
(759,510,0, 0)
(634,136,0, 0)
(473,299,0, 0)
(578,50,0, 0)
(242,288,0, 0)
(402,115,0, 0)
(288,179,0, 0)
(263,528,0, 0)
(320,542,0, 0)
(165,323,0, 0)
(195,187,0, 0)
(178,527,0, 0)
(717,57,0, 0)
(265,376,0, 0)
(433,264,0, 0)
(326,309,0, 0)
(495,374,0, 0)
(779,19,0, 0)
(238,50,0, 0)
(754,330,0, 0)
(363,548,0, 0)
(356,32,0, 0)
(207,504,0, 0)
(582,344,1, 0)
(389,157,0, 0)
(166,307,0, 0)
(455,172,1, 0)
(649,242,0, 0)
(176,293,0, 0)
(111,105,0, 0)
(320,381,0, 0)
(711,495,0, 0)
(158,441,0, 0)
(679,326,0, 0)
(280,239,0, 0)
(20,581,0, 0)
(173,88,0, 0)
(199,207,0, 0)
(523,415,0, 0)
(348,503,0, 0)
(276,529,0, 0)
(462,73,0, 0)
(775,279,0, 0)
(18,183,0, 0)
(117,386,0, 0)
(537,247,0, 0)
(365,139,0, 0)
(569,338,1, 0)
(445,493,0, 0)
(161,523,0, 0)
(578,473,0, 0)
(426,272,0, 0)
(216,257,0, 0)
(217,93,0, 0)
(138,289,0, 0)
(728,536,0, 0)
(283,542,0, 0)
(626,126,0, 0)
(604,434,0, 0)
(309,323,0, 0)
(776,328,0, 0)
(80,178,0, 0)
(175,458,0, 0)
(264,302,0, 0)
(660,302,0, 0)
(583,353,1, 0)
(680,223,0, 0)
(348,132,0, 0)
(262,218,0, 0)
(354,161,0, 0)
(136,274,0, 0)
(500,104,0, 0)
(531,474,0, 0)
(246,360,0, 0)
(443,427,0, 0)
(186,434,0, 0)
(130,70,0, 0)
(559,109,0, 0)
(30,88,0, 0)
(166,415,0, 0)
(89,101,0, 0)
(767,117,0, 0)
(461,180,0, 0)
(638,138,0, 0)
(610,183,0, 0)
(27,61,0, 0)
(290,495,0, 0)
(303,27,0, 0)
(519,444,0, 0)
(556,326,1, 0)
(595,242,0, 0)
(212,33,0, 0)
(115,195,0, 0)
(694,353,0, 0)
(500,508,0, 0)
(602,38,0, 0)
(666,71,0, 0)
(770,180,0, 0)
(697,187,0, 0)
(287,143,0, 0)
(348,148,0, 0)
(775,583,0, 0)
(188,64,0, 0)
(621,321,0, 0)
(24,311,0, 0)
(54,359,0, 0)
(126,482,0, 0)
(75,192,0, 0)
(335,428,0, 0)
(655,520,0, 0)
(482,195,0, 0)
(165,433,0, 0)
(167,255,0, 0)
(293,59,0, 0)
(322,521,0, 0)
(142,495,0, 0)
(146,183,0, 0)
(661,567,0, 0)
(197,20,0, 0)
(179,343,0, 0)
(209,218,0, 0)
(724,307,0, 0)
(721,359,0, 0)
(91,482,0, 0)
(554,405,0, 0)
(23,122,0, 0)
(422,125,0, 0)
(260,298,0, 0)
(350,102,0, 0)
(606,163,0, 0)
(490,548,0, 0)
(247,311,0, 0)
(37,412,0, 0)
(647,432,0, 0)
(703,564,0, 0)
(575,155,0, 0)
(732,188,0, 0)
(728,524,0, 0)
(640,57,0, 0)
(719,80,0, 0)
(290,369,0, 0)
(757,114,0, 0)
(681,136,0, 0)
(435,63,0, 0)
(617,132,0, 0)
(738,426,0, 0)
(508,415,0, 0)
(602,442,0, 0)
(682,182,0, 0)
(206,402,0, 0)
(774,503,0, 0)
(330,159,0, 0)
(672,477,0, 0)
(751,279,0, 0)
(641,162,0, 0)
(16,37,0, 0)
(132,230,0, 0)
(233,342,0, 0)
(444,518,0, 0)
(433,545,0, 0)
(268,27,0, 0)
(682,470,0, 0)
(710,535,0, 0)
(16,351,0, 0)
(417,370,0, 0)
(263,237,0, 0)
(699,428,0, 0)
(449,519,0, 0)
(333,97,0, 0)
(660,110,0, 0)
(771,47,0, 0)
(144,423,0, 0)
(540,527,0, 0)
(280,174,0, 0)
(642,175,0, 0)
(516,204,1, 0)
(675,89,0, 0)
(101,151,0, 0)
(125,302,0, 0)
(223,149,0, 0)
(121,298,0, 0)
(498,437,0, 0)
(370,430,0, 0)
(444,502,0, 0)
(64,271,0, 0)
(722,230,0, 0)
(410,53,0, 0)
(552,562,0, 0)
(268,581,0, 0)
(119,61,0, 0)
(466,307,0, 0)
(265,91,0, 0)
(581,139,0, 0)
(777,376,0, 0)
(700,89,0, 0)
(596,526,0, 0)
(132,414,0, 0)
(775,327,0, 0)
(762,434,0, 0)
(150,337,0, 0)
(521,420,0, 0)
(631,452,0, 0)
(37,295,0, 0)
(128,546,0, 0)
(16,270,0, 0)
(543,18,0, 0)
(372,53,0, 0)
(734,506,0, 0)
(310,315,0, 0)
(478,308,0, 0)
(286,114,0, 0)
(143,310,0, 0)
(350,314,0, 0)
(587,531,0, 0)
(508,202,1, 0)
(739,468,0, 0)
(591,253,0, 0)
(679,445,0, 0)
(753,226,0, 0)
(136,387,0, 0)
(160,408,0, 0)
(747,62,0, 0)
(309,349,0, 0)
(163,564,0, 0)
(479,473,0, 0)
(746,248,0, 0)
(123,231,0, 0)
(250,422,0, 0)
(676,564,0, 0)
(308,67,0, 0)
(154,410,0, 0)
(371,335,0, 0)
(165,233,0, 0)
(104,298,0, 0)
(279,426,0, 0)
(303,346,0, 0)
(501,193,1, 0)
(182,139,0, 0)
(92,251,0, 0)
(494,216,0, 0)
(138,528,0, 0)
(188,416,0, 0)
(649,415,0, 0)
(489,430,0, 0)
(697,455,0, 0)
(450,245,0, 0)
(222,372,0, 0)
(58,413,0, 0)
(611,41,0, 0)
(574,442,0, 0)
(651,486,0, 0)
(729,358,0, 0)
(45,407,0, 0)
(162,356,0, 0)
(259,80,0, 0)
(428,375,0, 0)
(405,290,0, 0)
(466,248,0, 0)
(394,215,0, 0)
(603,321,0, 0)
(18,78,0, 0)
(413,26,0, 0)
(486,72,0, 0)
(346,414,0, 0)
(538,222,1, 0)
(691,278,0, 0)
(27,217,0, 0)
(234,475,0, 0)
(116,396,0, 0)
(393,191,0, 0)
(165,561,0, 0)
(631,224,0, 0)
(766,265,0, 0)
(382,137,0, 0)
(638,405,0, 0)
(294,49,0, 0)
(633,162,0, 0)
(50,83,0, 0)
(163,351,0, 0)
(319,277,0, 0)
(32,369,0, 0)
(309,166,0, 0)
(28,66,0, 0)
(713,312,0, 0)
(214,227,0, 0)
(458,157,1, 0)
(510,432,0, 0)
(163,151,0, 0)
(139,64,0, 0)
(510,182,1, 0)
(558,118,0, 0)
(635,252,0, 0)
(451,16,0, 0)
(531,186,1, 0)
(569,286,1, 0)
(502,412,0, 0)
(93,137,0, 0)
(478,33,0, 0)
(737,275,0, 0)
(719,571,0, 0)
(569,356,1, 0)
(534,452,0, 0)
(472,96,0, 0)
(299,257,0, 0)
(342,146,0, 0)
(462,238,0, 0)
(430,217,0, 0)
(281,312,0, 0)
(192,358,0, 0)
(129,338,0, 0)
(773,88,0, 0)
(392,563,0, 0)
(581,423,0, 0)
(380,450,0, 0)
(630,580,0, 0)
(651,177,0, 0)
(341,145,0, 0)
(655,414,0, 0)
(639,465,0, 0)
(608,409,0, 0)
(706,424,0, 0)
(120,483,0, 0)
(195,64,0, 0)
(429,442,0, 0)
(660,402,0, 0)
(542,498,0, 0)
(642,464,0, 0)
(656,113,0, 0)
(215,373,0, 0)
(63,198,0, 0)
(569,517,0, 0)
(574,114,0, 0)
(170,111,0, 0)
(457,527,0, 0)
(138,145,0, 0)
(16,54,0, 0)
(570,442,0, 0)
(589,216,0, 0)
(548,179,1, 0)
(213,212,0, 0)
(615,204,0, 0)
(663,53,0, 0)
(546,46,0, 0)
(420,94,0, 0)
(418,201,0, 0)
(548,334,1, 0)
(512,517,0, 0)
(172,85,0, 0)
(537,311,0, 0)
(671,548,0, 0)
(723,104,0, 0)
(440,113,0, 0)
(314,53,0, 0)
(152,561,0, 0)
(638,288,0, 0)
(20,153,0, 0)
(357,298,0, 0)
(780,339,0, 0)
(76,160,0, 0)
(183,164,0, 0)
(410,484,0, 0)
(784,478,0, 0)
(427,373,0, 0)
(145,501,0, 0)
(414,152,1, 0)
(492,26,0, 0)
(367,213,0, 0)
(344,331,0, 0)
(214,404,0, 0)
(554,379,1, 0)
(427,403,0, 0)
(184,196,0, 0)
(163,583,0, 0)
(638,194,0, 0)
(679,149,0, 0)
(423,484,0, 0)
(41,277,0, 0)
(759,90,0, 0)
(231,233,0, 0)
(462,522,0, 0)
(233,360,0, 0)
(28,464,0, 0)
(84,88,0, 0)
(627,510,0, 0)
(421,428,0, 0)
(37,527,0, 0)
(528,288,0, 0)
(248,160,0, 0)
(275,184,0, 0)
(560,422,0, 0)
(416,477,0, 0)
(270,467,0, 0)
(546,61,0, 0)
(168,261,0, 0)
(618,93,0, 0)
(98,149,0, 0)
(68,565,0, 0)
(761,116,0, 0)
(626,286,0, 0)
(180,584,0, 0)
(621,531,0, 0)
(664,181,0, 0)
(318,513,0, 0)
(735,406,0, 0)
(487,18,0, 0)
(733,252,0, 0)
(617,307,0, 0)
(458,425,0, 0)
(236,461,0, 0)
(358,577,0, 0)
(542,519,0, 0)
(606,202,0, 0)
(541,333,1, 0)
(286,240,0, 0)
(302,135,0, 0)
(746,331,0, 0)
(689,369,0, 0)
(400,206,0, 0)
(324,259,0, 0)
(479,49,0, 0)
(207,581,0, 0)
(484,137,1, 0)
(257,559,0, 0)
(699,135,0, 0)
(172,566,0, 0)
(514,381,1, 0)
(729,190,0, 0)
(781,151,0, 0)
(106,541,0, 0)
(597,413,0, 0)
(592,448,0, 0)
(502,112,0, 0)
(331,132,0, 0)
(395,156,0, 0)
(64,580,0, 0)
(671,170,0, 0)
(392,246,0, 0)
(708,252,0, 0)
(481,470,0, 0)
(215,134,0, 0)
(196,443,0, 0)
(225,561,0, 0)
(587,49,0, 0)
(71,472,0, 0)
(33,254,0, 0)
(675,324,0, 0)
(52,296,0, 0)
(135,60,0, 0)
(559,146,0, 0)
(737,545,0, 0)
(77,522,0, 0)
(766,471,0, 0)
(412,560,0, 0)
(612,457,0, 0)
(457,69,0, 0)
(61,531,0, 0)
(292,559,0, 0)
(236,229,0, 0)
(620,109,0, 0)
(459,91,0, 0)
(691,70,0, 0)
(691,46,0, 0)
(606,527,0, 0)
(728,552,0, 0)
(340,473,0, 0)
(431,546,0, 0)
(365,38,0, 0)
(535,296,0, 0)
(315,241,0, 0)
(426,336,0, 0)
(54,268,0, 0)
(334,559,0, 0)
(154,450,0, 0)
(178,212,0, 0)
(102,140,0, 0)
(722,528,0, 0)
(516,474,0, 0)
(423,302,0, 0)
(159,377,0, 0)
(643,349,0, 0)
(285,274,0, 0)
(39,64,0, 0)
(269,439,0, 0)
(773,20,0, 0)
(232,551,0, 0)
(388,51,0, 0)
(498,94,0, 0)
(645,196,0, 0)
(640,178,0, 0)
(593,432,0, 0)
(438,517,0, 0)
(42,57,0, 0)
(434,40,0, 0)
(662,126,0, 0)
(160,208,0, 0)
(752,296,0, 0)
(764,251,0, 0)
(89,104,0, 0)
(563,174,0, 0)
(778,519,0, 0)
(508,158,1, 0)
(648,257,0, 0)
(512,209,1, 0)
(307,340,0, 0)
(322,426,0, 0)
(522,381,1, 0)
(668,307,0, 0)
(723,316,0, 0)
(687,371,0, 0)
(112,449,0, 0)
(479,322,0, 0)
(294,460,0, 0)
(777,153,0, 0)
(386,236,0, 0)
(59,257,0, 0)
(496,120,0, 0)
(652,517,0, 0)
(428,32,0, 0)
(766,560,0, 0)
(250,199,0, 0)
(319,60,0, 0)
(743,74,0, 0)
(302,569,0, 0)
(96,320,0, 0)
(298,436,0, 0)
(681,108,0, 0)
(568,396,0, 0)
(247,219,0, 0)
(619,335,0, 0)
(359,262,0, 0)
(525,50,0, 0)
(601,155,0, 0)
(444,113,0, 0)
(334,538,0, 0)
(105,531,0, 0)
(667,400,0, 0)
(573,408,0, 0)
(429,429,0, 0)
(259,270,0, 0)
(284,466,0, 0)
(674,577,0, 0)
(450,307,0, 0)
(391,116,0, 0)
(280,194,0, 0)
(613,172,0, 0)
(489,267,0, 0)
(306,167,0, 0)
(182,426,0, 0)
(102,326,0, 0)
(712,384,0, 0)
(534,205,1, 0)
(318,509,0, 0)
(773,562,0, 0)
(269,382,0, 0)
(663,52,0, 0)
(408,568,0, 0)
(443,107,0, 0)
(321,199,0, 0)
(34,260,0, 0)
(306,372,0, 0)
(20,252,0, 0)
(487,511,0, 0)
(514,428,0, 0)
(90,116,0, 0)
(579,110,0, 0)
(105,453,0, 0)
(515,458,0, 0)
(517,477,0, 0)
(134,396,0, 0)
(555,420,0, 0)
(472,324,0, 0)
(81,414,0, 0)
(261,545,0, 0)
(264,186,0, 0)
(699,582,0, 0)
(557,338,1, 0)
(52,207,0, 0)
(731,154,0, 0)
(431,466,0, 0)
(174,420,0, 0)
(568,504,0, 0)
(649,338,0, 0)
(238,454,0, 0)
(585,62,0, 0)
(240,523,0, 0)
(536,554,0, 0)
(610,147,0, 0)
(750,392,0, 0)
(19,60,0, 0)
(115,70,0, 0)
(642,367,0, 0)
(377,18,0, 0)
(785,285,0, 0)
(634,204,0, 0)
(370,388,0, 0)
(85,394,0, 0)
(435,390,0, 0)
(140,381,0, 0)
(602,60,0, 0)
(370,70,0, 0)
(201,237,0, 0)
(125,284,0, 0)
(463,362,0, 0)
(540,292,1, 0)
(314,58,0, 0)
(737,37,0, 0)
(661,463,0, 0)
(329,581,0, 0)
(27,203,0, 0)
(447,539,0, 0)
(255,363,0, 0)
(774,100,0, 0)
(114,565,0, 0)
(592,398,0, 0)
(349,123,0, 0)
(89,226,0, 0)
(212,18,0, 0)
(447,443,0, 0)
(691,119,0, 0)
(725,108,0, 0)
(208,490,0, 0)
(620,418,0, 0)
(287,92,0, 0)
(292,182,0, 0)
(226,264,0, 0)
(599,379,0, 0)
(328,361,0, 0)
(119,570,0, 0)
(437,566,0, 0)
(272,368,0, 0)
(741,446,0, 0)
(147,504,0, 0)
(251,425,0, 0)
(163,69,0, 0)
(705,457,0, 0)
(174,172,0, 0)
(742,531,0, 0)
(481,231,0, 0)
(182,114,0, 0)
(391,304,0, 0)
(242,389,0, 0)
(185,251,0, 0)
(209,41,0, 0)
(364,549,0, 0)
(122,124,0, 0)
(97,414,0, 0)
(527,434,0, 0)
(116,224,0, 0)
(460,262,0, 0)
(375,434,0, 0)
(424,285,0, 0)
(39,506,0, 0)
(602,351,0, 0)
(605,133,0, 0)
(633,251,0, 0)
(620,320,0, 0)
(450,117,0, 0)
(58,376,0, 0)
(496,130,1, 0)
(406,242,0, 0)
(608,98,0, 0)
(617,450,0, 0)
(566,382,1, 0)
(259,306,0, 0)
(222,56,0, 0)
(738,151,0, 0)
(529,356,1, 0)
(70,100,0, 0)
(356,413,0, 0)
(759,29,0, 0)
(23,410,0, 0)
(399,29,0, 0)
(368,329,0, 0)
(488,180,1, 0)
(168,465,0, 0)
(448,373,0, 0)
(20,184,0, 0)
(499,453,0, 0)
(166,360,0, 0)
(155,78,0, 0)
(472,487,0, 0)
(409,422,0, 0)
(702,321,0, 0)
(599,168,0, 0)
(429,108,0, 0)
(554,530,0, 0)
(374,61,0, 0)
(26,386,0, 0)
(320,253,0, 0)
(75,458,0, 0)
(111,63,0, 0)
(544,442,0, 0)
(675,137,0, 0)
(212,101,0, 0)
(383,499,0, 0)
(541,173,1, 0)
(61,206,0, 0)
(95,581,0, 0)
(116,519,0, 0)
(202,517,0, 0)
(60,251,0, 0)
(172,379,0, 0)
(357,444,0, 0)
(331,489,0, 0)
(570,310,1, 0)
(474,416,0, 0)
(414,103,0, 0)
(82,44,0, 0)
(415,437,0, 0)
(725,539,0, 0)
(505,320,0, 0)
(592,432,0, 0)
(503,132,0, 0)
(686,407,0, 0)
(425,94,0, 0)
(668,481,0, 0)
(573,285,1, 0)
(454,176,1, 0)
(661,579,0, 0)
(530,496,0, 0)
(276,509,0, 0)
(679,252,0, 0)
(703,134,0, 0)
(47,122,0, 0)
(648,464,0, 0)
(459,48,0, 0)
(371,353,0, 0)
(153,277,0, 0)
(244,193,0, 0)
(594,303,1, 0)
(233,67,0, 0)
(276,445,0, 0)
(598,420,0, 0)
(232,325,0, 0)
(239,248,0, 0)
(527,382,1, 0)
(583,18,0, 0)
(167,429,0, 0)
(561,208,1, 0)
(540,36,0, 0)
(227,111,0, 0)
(143,385,0, 0)
(441,217,0, 0)
(27,522,0, 0)
(661,300,0, 0)
(634,511,0, 0)
(73,239,0, 0)
(449,331,0, 0)
(476,33,0, 0)
(417,299,0, 0)
(39,236,0, 0)
(614,543,0, 0)
(257,584,0, 0)
(423,394,0, 0)
(579,90,0, 0)
(659,418,0, 0)
(413,248,0, 0)
(191,481,0, 0)
(532,414,1, 0)
(301,134,0, 0)
(283,501,0, 0)
(150,321,0, 0)
(248,23,0, 0)
(307,19,0, 0)
(354,40,0, 0)
(611,317,0, 0)
(23,146,0, 0)
(444,306,0, 0)
(625,383,0, 0)
(509,434,0, 0)
(589,259,0, 0)
(782,22,0, 0)
(168,128,0, 0)
(179,51,0, 0)
(62,121,0, 0)
(366,166,0, 0)
(410,487,0, 0)
(142,365,0, 0)
(643,486,0, 0)
(671,230,0, 0)
(774,465,0, 0)
(26,156,0, 0)
(634,273,0, 0)
(383,132,0, 0)
(530,469,0, 0)
(661,39,0, 0)
(281,219,0, 0)
(734,127,0, 0)
(770,464,0, 0)
(597,233,0, 0)
(98,566,0, 0)
(749,224,0, 0)
(460,190,1, 0)
(313,342,0, 0)
(47,98,0, 0)
(330,234,0, 0)
(244,206,0, 0)
(176,429,0, 0)
(210,265,0, 0)
(439,195,0, 0)
(763,421,0, 0)
(559,570,0, 0)
(46,383,0, 0)
(251,177,0, 0)
(173,75,0, 0)
(385,425,0, 0)
(374,401,0, 0)
(222,74,0, 0)
(108,345,0, 0)
(354,303,0, 0)
(147,190,0, 0)
(164,20,0, 0)
(88,209,0, 0)
(557,581,0, 0)
(35,535,0, 0)
(740,187,0, 0)
(494,319,0, 0)
(80,218,0, 0)
(429,344,0, 0)
(58,555,0, 0)
(334,284,0, 0)
(407,153,0, 0)
(667,209,0, 0)
(338,418,0, 0)
(731,468,0, 0)
(130,131,0, 0)
(679,485,0, 0)
(657,383,0, 0)
(45,267,0, 0)
(260,33,0, 0)
(195,538,0, 0)
(654,243,0, 0)
(82,312,0, 0)
(33,232,0, 0)
(470,184,1, 0)
(253,324,0, 0)
(281,369,0, 0)
(756,494,0, 0)
(332,449,0, 0)
(595,438,0, 0)
(183,220,0, 0)
(339,89,0, 0)
(84,357,0, 0)
(21,517,0, 0)
(759,348,0, 0)
(769,216,0, 0)
(715,383,0, 0)
(189,343,0, 0)
(195,405,0, 0)
(120,161,0, 0)
(306,501,0, 0)
(266,237,0, 0)
(778,395,0, 0)
(214,36,0, 0)
(307,122,0, 0)
(757,194,0, 0)
(596,177,0, 0)
(543,146,0, 0)
(490,506,0, 0)
(325,299,0, 0)
(272,223,0, 0)
(424,382,0, 0)
(83,524,0, 0)
(71,88,0, 0)
(212,197,0, 0)
(655,35,0, 0)
(402,430,0, 0)
(479,388,0, 0)
(652,573,0, 0)
(484,95,0, 0)
(307,220,0, 0)
(261,365,0, 0)
(485,192,0, 0)
(141,192,0, 0)
(146,481,0, 0)
(99,242,0, 0)
(188,95,0, 0)
(107,585,0, 0)
(262,292,0, 0)
(468,156,1, 0)
(100,446,0, 0)
(113,361,0, 0)
(277,246,0, 0)
(311,274,0, 0)
(419,247,0, 0)
(625,357,0, 0)
(699,88,0, 0)
(226,199,0, 0)
(532,480,0, 0)
(665,534,0, 0)
(111,224,0, 0)
(384,83,0, 0)
(197,388,0, 0)
(177,169,0, 0)
(597,468,0, 0)
(437,223,0, 0)
(434,374,0, 0)
(388,57,0, 0)
(554,508,0, 0)
(124,215,0, 0)
(573,186,0, 0)
(108,465,0, 0)
(238,216,0, 0)
(177,177,0, 0)
(718,278,0, 0)
(486,440,0, 0)
(785,447,0, 0)
(398,517,0, 0)
(489,113,0, 0)
(565,262,1, 0)
(727,469,0, 0)
(759,271,0, 0)
(43,336,0, 0)
(532,94,0, 0)
(632,281,0, 0)
(54,237,0, 0)
(562,194,0, 0)
(26,393,0, 0)
(614,494,0, 0)
(381,582,0, 0)
(227,506,0, 0)
(159,383,0, 0)
(206,60,0, 0)
(175,442,0, 0)
(655,177,0, 0)
(605,430,0, 0)
(515,85,0, 0)
(117,210,0, 0)
(228,47,0, 0)
(48,576,0, 0)
(267,48,0, 0)
(179,178,0, 0)
(522,185,1, 0)
(664,149,0, 0)
(213,260,0, 0)
(78,473,0, 0)
(590,25,0, 0)
(695,275,0, 0)
(485,301,0, 0)
(178,366,0, 0)
(34,456,0, 0)
(752,214,0, 0)
(641,356,0, 0)
(526,519,0, 0)
(196,153,0, 0)
(355,519,0, 0)
(417,179,0, 0)
(73,158,0, 0)
(371,372,0, 0)
(414,584,0, 0)
(272,206,0, 0)
(653,569,0, 0)
(402,22,0, 0)
(124,512,0, 0)
(720,397,0, 0)
(432,334,0, 0)
(512,176,1, 0)
(145,157,0, 0)
(531,224,1, 0)
(548,172,0, 0)
(420,364,0, 0)
(107,568,0, 0)
(435,350,0, 0)
(397,388,0, 0)
(248,280,0, 0)
(35,171,0, 0)
(204,395,0, 0)
(693,231,0, 0)
(314,52,0, 0)
(23,96,0, 0)
(357,557,0, 0)
(414,53,0, 0)
(668,102,0, 0)
(204,341,0, 0)
(166,179,0, 0)
(581,331,1, 0)
(690,477,0, 0)
(359,502,0, 0)
(208,205,0, 0)
(192,218,0, 0)
(758,526,0, 0)
(92,27,0, 0)
(358,580,0, 0)
(118,370,0, 0)
(757,541,0, 0)
(681,467,0, 0)
(294,546,0, 0)
(159,216,0, 0)
(335,285,0, 0)
(86,227,0, 0)
(617,201,0, 0)
(450,158,1, 0)
(259,188,0, 0)
(19,325,0, 0)
(373,255,0, 0)
(85,386,0, 0)
(99,505,0, 0)
(579,452,0, 0)
(325,303,0, 0)
(446,406,0, 0)
(586,23,0, 0)
(437,33,0, 0)
(332,583,0, 0)
(119,338,0, 0)
(368,483,0, 0)
(724,225,0, 0)
(582,297,1, 0)
(357,141,0, 0)
(286,132,0, 0)
(383,534,0, 0)
(716,355,0, 0)
(401,494,0, 0)
(51,488,0, 0)
(107,302,0, 0)
(236,538,0, 0)
(116,533,0, 0)
(18,102,0, 0)
(81,289,0, 0)
(645,364,0, 0)
(553,368,1, 0)
(312,208,0, 0)
(354,16,0, 0)
(39,466,0, 0)
(27,565,0, 0)
(286,108,0, 0)
(99,100,0, 0)
(403,357,0, 0)
(772,309,0, 0)
(296,206,0, 0)
(62,248,0, 0)
(519,575,0, 0)
(125,307,0, 0)
(298,280,0, 0)
(331,528,0, 0)
(617,214,0, 0)
(473,404,0, 0)
(740,255,0, 0)
(232,553,0, 0)
(235,467,0, 0)
(131,411,0, 0)
(50,198,0, 0)
(128,42,0, 0)
(774,492,0, 0)
(151,412,0, 0)
(82,169,0, 0)
(219,383,0, 0)
(144,55,0, 0)
(487,325,0, 0)
(390,410,0, 0)
(609,456,0, 0)
(652,102,0, 0)
(310,344,0, 0)
(43,278,0, 0)
(119,417,0, 0)
(588,201,0, 0)
(17,453,0, 0)
(169,243,0, 0)
(20,280,0, 0)
(594,486,0, 0)
(34,237,0, 0)
(199,101,0, 0)
(94,486,0, 0)
(331,208,0, 0)
(154,192,0, 0)
(126,423,0, 0)
(274,510,0, 0)
(161,65,0, 0)
(163,177,0, 0)
(589,328,1, 0)
(762,363,0, 0)
(517,420,0, 0)
(380,390,0, 0)
(401,291,0, 0)
(233,98,0, 0)
(311,170,0, 0)
(511,101,0, 0)
(76,19,0, 0)
(481,517,0, 0)
(28,58,0, 0)
(753,578,0, 0)
(413,380,0, 0)
(50,501,0, 0)
(703,505,0, 0)
(347,242,0, 0)
(38,420,0, 0)
(80,29,0, 0)
(721,100,0, 0)
(733,464,0, 0)
(394,174,0, 0)
(702,453,0, 0)
(472,339,0, 0)
(604,583,0, 0)
(682,385,0, 0)
(414,227,0, 0)
(297,374,0, 0)
(107,576,0, 0)
(766,393,0, 0)
(750,242,0, 0)
(737,389,0, 0)
(332,462,0, 0)
(468,415,0, 0)
(350,109,0, 0)
(325,508,0, 0)
(267,581,0, 0)
(504,228,0, 0)
(205,509,0, 0)
(145,69,0, 0)
(135,551,0, 0)
(362,351,0, 0)
(761,211,0, 0)
(454,459,0, 0)
(734,286,0, 0)
(367,157,0, 0)
(770,520,0, 0)
(180,60,0, 0)
(723,250,0, 0)
(772,454,0, 0)
(324,74,0, 0)
(492,274,0, 0)
(44,294,0, 0)
(322,444,0, 0)
(722,394,0, 0)
(316,141,0, 0)
(43,287,0, 0)
(350,571,0, 0)
(206,574,0, 0)
(112,243,0, 0)
(575,504,0, 0)
(567,280,1, 0)
(436,163,1, 0)
(220,57,0, 0)
(401,403,0, 0)
(149,286,0, 0)
(27,434,0, 0)
(279,407,0, 0)
(730,555,0, 0)
(458,333,0, 0)
(765,91,0, 0)
(683,508,0, 0)
(140,462,0, 0)
(462,81,0, 0)
(307,442,0, 0)
(199,96,0, 0)
(317,208,0, 0)
(114,20,0, 0)
(230,407,0, 0)
(175,157,0, 0)
(710,46,0, 0)
(669,488,0, 0)
(299,291,0, 0)
(116,468,0, 0)
(156,237,0, 0)
(376,560,0, 0)
(424,228,0, 0)
(89,322,0, 0)
(452,560,0, 0)
(154,15,0, 0)
(376,207,0, 0)
(640,524,0, 0)
(558,289,1, 0)
(250,387,0, 0)
(710,457,0, 0)
(157,483,0, 0)
(364,244,0, 0)
(176,128,0, 0)
(615,524,0, 0)
(704,294,0, 0)
(66,102,0, 0)
(29,580,0, 0)
(469,83,0, 0)
(285,578,0, 0)
(371,252,0, 0)
(740,457,0, 0)
(265,302,0, 0)
(698,432,0, 0)
(330,117,0, 0)
(139,413,0, 0)
(745,45,0, 0)
(709,168,0, 0)
(649,415,0, 0)
(725,52,0, 0)
(366,530,0, 0)
(446,204,0, 0)
(369,408,0, 0)
(375,73,0, 0)
(471,26,0, 0)
(743,177,0, 0)
(61,579,0, 0)
(632,463,0, 0)
(444,457,0, 0)
(667,544,0, 0)
(222,412,0, 0)
(177,16,0, 0)
(175,50,0, 0)
(72,391,0, 0)
(714,461,0, 0)
(619,228,0, 0)
(615,527,0, 0)
(541,181,1, 0)
(669,413,0, 0)
(481,571,0, 0)
(587,192,0, 0)
(16,240,0, 0)
(382,259,0, 0)
(673,544,0, 0)
(286,157,0, 0)
(93,354,0, 0)
(157,250,0, 0)
(49,261,0, 0)
(189,379,0, 0)
(237,530,0, 0)
(401,455,0, 0)
(421,138,1, 0)
(424,180,1, 0)
(461,449,0, 0)
(171,239,0, 0)
(366,20,0, 0)
(440,401,0, 0)
(707,496,0, 0)
(546,188,1, 0)
(178,130,0, 0)
(585,232,0, 0)
(451,534,0, 0)
(636,443,0, 0)
(152,529,0, 0)
(103,318,0, 0)
(270,321,0, 0)
(309,396,0, 0)
(573,316,1, 0)
(133,178,0, 0)
(584,42,0, 0)
(276,144,0, 0)
(619,514,0, 0)
(482,543,0, 0)
(24,298,0, 0)
(750,232,0, 0)
(358,334,0, 0)
(137,31,0, 0)
(289,537,0, 0)
(343,30,0, 0)
(466,581,0, 0)
(362,190,0, 0)
(43,250,0, 0)
(552,503,0, 0)
