(Ax,Ay),(Bx,By)
(677,78,0, 0)
(103,522,1, 0)
(218,196,1, 0)
(750,349,0, 0)
(281,552,0, 0)
(66,520,1, 0)
(128,346,1, 0)
(652,198,0, 0)
(173,307,0, 0)
(114,528,1, 0)
(337,505,0, 0)
(612,35,0, 0)
(595,138,0, 0)
(694,516,2, 0)
(428,495,0, 0)
(333,532,0, 0)
(620,380,0, 0)
(415,269,0, 0)
(103,303,1, 0)
(605,103,0, 0)
(456,358,0, 0)
(197,174,1, 0)
(369,559,0, 0)
(509,552,0, 0)
(579,228,0, 0)
(337,226,0, 0)
(669,322,0, 0)
(207,96,1, 0)
(719,434,2, 0)
(618,504,0, 0)
(369,283,1, 0)
(615,561,0, 0)
(120,317,1, 0)
(423,176,0, 0)
(183,397,1, 0)
(450,40,0, 0)
(366,127,0, 0)
(161,334,1, 0)
